,Amount,Frequency,Recency
3303,547.07,28,4
3304,479.35,15,360
3305,1692.98,449,7
3306,6500.6,325,13
3307,417.06,28,102
3308,1446.95,95,2
3309,3317.97,191,10
3310,497.61,26,95
3311,358.38,38,226
3312,460.64,26,15
3313,775.1800000000001,28,38
3314,341.7,22,50
3315,128.5,8,92
3316,197.22,11,156
3317,325.91,23,38
3318,199.15,12,183
3319,1106.53,47,0
3320,413.46,24,227
3321,180.85,10,127
3322,251.87,11,39
3323,3167.73,166,30
3324,582.9,26,196
3326,1774.62,117,36
3327,1260.44,64,63
3328,10183.82,379,42
3329,214.32,11,49
3330,193.44,12,42
3331,281.42,14,52
3332,124.57,8,186
3333,332.41,19,333
3334,342.45,20,3
3335,144.91000000000003,9,9
3336,328.4,19,23
3337,35.400000000000006,2,14
3338,345.89000000000004,13,365
3339,473.14,72,105
3340,151.65,8,59
3341,481.35,28,28
3342,207.73999999999998,11,140
3343,805.62,129,22
3344,2761.4900000000002,139,21
3345,680.02,7,76
3346,7066.31,289,4
3347,2023.47,123,63
3348,853.72,159,11
3349,0.0,6,24
3350,1519.08,178,30
3351,432.0,1,66
3352,705.12,39,66
3353,276.73,38,186
3354,429.84000000000003,26,37
3355,471.51,101,14
3356,194.88,37,34
3357,1578.67,135,194
3358,809.7,203,1
3359,496.84000000000003,101,0
3360,145.93,45,366
3361,219.14,69,64
3362,213.03,44,298
3363,444.46,163,25
3364,1281.56,125,7
3365,187.6900000000001,82,11
3366,1706.88,44,115
3367,373.24,60,28
3368,3754.27,710,3
3369,3085.48,209,4
3370,579.77,93,81
3371,981.65,151,28
3372,364.14,19,63
3373,1510.06,547,3
3374,2528.67,105,22
3375,113.44,8,289
3376,208.46,38,35
3377,621.6800000000001,57,8
3378,576.26,143,23
3379,391.52,9,276
3380,1043.34,130,49
3381,2596.45,327,155
3382,169.79,60,60
3383,6666.83,696,11
3384,739.5,89,20
3385,230.25,14,370
3386,543.05,6,115
3387,2781.5,213,79
3388,1295.39,77,3
3389,380.55,54,25
3391,161.94,53,52
3392,530.08,49,0
3393,950.9300000000001,62,54
3394,262.68,57,25
3395,1903.13,242,8
3396,3049.88,305,51
3397,1894.11,283,12
3398,816.73,33,211
3399,4345.5,249,21
3400,406.48,21,235
3401,435.02,19,138
3402,1161.27,61,3
3403,1178.56,42,56
3404,1262.75,87,122
3405,167.61,16,108
3406,20.8,1,29
3407,2085.08,54,0
3408,493.67,26,184
3409,292.34,18,8
3410,416.64,16,238
3411,117.35000000000001,7,86
3412,507.05,101,38
3413,234.17,14,115
3414,110.55000000000001,7,186
3415,201.19,26,226
3416,2148.47,31,7
3417,319.02,21,188
3418,439.43,31,3
3419,650.41,42,38
3420,232.20999999999998,42,2
3421,251.51999999999998,2,266
3422,344.33,39,77
3423,1809.05,91,3
3424,1078.96,87,254
3425,384.06,22,60
3426,1920.2,149,12
3427,4392.42,418,77
3428,5461.62,121,16
3429,1873.2,3,29
3430,1625.05,129,2
3431,126.12,7,4
3432,1133.25,12,6
3433,179.0,1,218
3434,1601.8600000000001,95,10
3435,-1.25,1,371
3436,1427.46,41,29
3437,702.0,12,287
3438,287.02000000000004,6,149
3439,484.82,23,22
3440,3989.57,169,0
3441,1487.78,50,72
3442,1412.94,44,45
3443,781.78,44,4
3444,877.4300000000001,53,50
3445,185.46,12,16
3446,270.9,15,29
3447,565.58,75,7
3448,1842.56,217,28
3449,8574.11,268,2
3450,920.1,16,40
3451,1272.61,234,10
3452,71.0,7,30
3453,95.85,3,44
3454,357.77,9,60
3455,154.82999999999998,4,184
3456,848.59,155,78
3457,716.0,2,110
3458,146.87,11,63
3459,380.35,22,11
3460,1030.14,28,85
3461,734.5699999999999,32,15
3462,388.33,32,245
3463,1253.22,77,77
3464,112.4,22,29
3465,449.73,15,137
3466,1065.77,71,26
3467,1044.3799999999999,98,2
3468,1735.18,102,31
3469,897.4300000000001,10,8
3470,339.44,22,112
3471,642.02,22,156
3472,1100.9,65,84
3473,864.32,48,114
3474,5594.78,322,2
3475,3228.84,316,95
3476,247.14000000000001,43,193
3477,413.75,92,27
3478,496.38,14,128
3479,1353.83,84,27
3480,1179.89,62,81
3481,3095.04,516,29
3482,234.24,5,265
3483,5116.13,101,73
3484,534.47,71,313
3485,1421.59,82,8
3486,859.35,62,58
3487,-112.35,1,142
3488,4531.34,297,11
3489,2655.2200000000003,154,27
3490,312.14,64,113
3491,2385.48,148,8
3492,1446.09,174,17
3493,813.77,80,17
3494,841.0799999999999,25,35
3495,378.2,28,35
3496,118.80000000000001,2,77
3497,285.5,9,21
3498,290.16,64,24
3499,2003.85,81,32
3500,1405.78,52,108
3501,2949.75,162,34
3502,1555.05,189,122
3503,2050.08,96,6
3504,1991.01,115,27
3505,2041.8500000000001,64,3
3506,3802.81,198,2
3507,1777.78,125,49
3508,270.20000000000005,15,317
3509,1088.2,77,21
3510,992.6800000000001,52,8
3511,937.92,213,1
3512,971.74,65,17
3513,1621.73,42,9
3514,25.5,1,261
3515,665.78,90,158
3516,10380.43,421,32
3517,869.6800000000001,121,28
3518,163.29999999999998,12,164
3519,248.61,30,46
3520,747.22,135,5
3521,806.9000000000001,43,7
3522,116.19999999999999,9,287
3523,157.02,10,317
3524,593.61,38,2
3525,307.46,18,232
3526,138.32,7,118
3527,345.29999999999995,9,161
3528,298.89,32,184
3529,259.35,40,49
3530,991.85,262,151
3531,157.09,14,334
3532,2463.17,134,4
3533,4892.240000000001,27,15
3534,425.0,24,106
3535,1139.73,52,15
3536,380.5,24,275
3537,10585.57,487,15
3538,465.32,20,246
3539,579.0,15,238
3540,984.57,48,0
3541,749.78,35,105
3542,1679.64,85,22
3543,124.88,9,51
3544,1503.5,16,194
3545,213.78,14,23
3546,329.34,23,74
3547,251.70000000000002,20,17
3548,306.55,15,7
3549,1266.97,67,31
3550,1534.73,102,21
3551,3518.03,229,30
3552,1707.21,105,28
3553,293.1,5,21
3554,2466.4,145,32
3555,158.68,10,283
3556,189.49,14,38
3557,816.88,60,49
3558,224.91,16,288
3559,313.26,16,74
3560,3755.65,87,4
3561,59.9,4,217
3562,1430.94,64,43
3563,306.13,15,201
3564,711.79,80,177
3565,780.38,131,55
3566,239.92000000000002,23,56
3567,3286.9100000000003,76,7
3568,144.0,2,46
3569,203.95,10,226
3570,2275.58,89,10
3571,384.40000000000003,61,105
3572,249.74,20,58
3573,2095.13,237,27
3574,1674.46,35,35
3575,262.62,29,273
3576,1013.01,29,29
3577,692.22,96,23
3578,342.63,40,53
3579,3563.85,152,35
3580,1352.91,67,168
3581,384.08,13,53
3582,204.24,7,52
3583,2299.67,213,26
3584,226.85,4,252
3585,2741.08,164,39
3586,984.12,104,59
3587,113.5,9,233
3588,1960.72,274,3
3589,114.23,25,31
3590,3198.25,472,23
3591,335.13,63,6
3592,354.15,28,64
3593,426.79,49,309
3594,393.49,21,308
3595,939.32,47,18
3596,1906.09,208,15
3597,318.76,47,95
3598,3466.67,73,263
3599,3127.82,546,11
3600,421.52,36,2
3601,190.88,25,34
3602,149.89000000000001,14,182
3603,550.06,29,24
3604,916.13,105,12
3605,314.69,19,10
3606,3744.65,566,2
3607,379.95,16,312
3608,1135.04,40,107
3609,8628.55,407,0
3610,954.9,31,52
3611,171.45,9,204
3612,282.19,55,14
3613,318.65,69,119
3614,384.52,57,3
3615,283.28000000000003,39,362
3616,353.86,87,116
3617,178.26,18,17
3618,272.44,112,4
3619,298.41,78,40
3620,240.0,16,106
3621,603.37,124,147
3622,1253.3600000000001,12,51
3623,63.440000000000005,23,207
3624,562.9,127,138
3625,310.64,80,1
3626,317.62,38,126
3627,763.64,6,107
3628,2144.53,116,41
3629,111.97999999999999,27,34
3630,1065.3500000000001,69,227
3631,246.04,15,240
3632,187.82999999999998,9,57
3633,1703.41,94,129
3634,1641.68,294,59
3635,153.92,45,21
3636,1064.11,124,25
3637,1419.73,142,8
3638,936.16,112,31
3639,525.24,102,3
3640,550.8000000000001,1,307
3641,1875.1100000000001,135,7
3642,556.95,69,28
3643,131.78,51,16
3644,498.42,30,100
3645,669.11,57,11
3646,197.63,66,20
3647,1119.93,81,14
3648,250.04,53,360
3649,8600.73,69,10
3650,-152.64000000000001,1,364
3651,82.75,12,94
3652,1384.85,55,77
3653,644.3,14,138
3654,2288.13,28,17
3655,2514.76,136,24
3656,6204.46,487,0
3657,2524.02,11,45
3658,1200.6200000000001,73,99
3659,700.86,107,7
3660,908.99,204,14
3661,990.23,50,17
3662,96.8,6,279
3663,523.11,33,13
3664,363.9,6,22
3665,175.2,1,123
3666,494.25,28,85
3667,306.6,12,300
3668,1944.32,548,150
3670,243.36,9,93
3671,11891.18,424,8
3672,781.36,183,156
3673,193.64,17,354
3674,160.57,32,45
3675,537.74,87,14
3676,2611.58,503,3
3677,228.96,1,85
3678,1159.52,215,14
3679,110.75,9,178
3680,1256.19,72,7
3681,587.15,27,35
3682,1740.0,8,128
3683,1393.06,16,50
3684,178.22,19,311
3685,388.14,45,23
3686,365.85,59,302
3687,127.86,15,10
3688,585.79,132,16
3689,488.2,29,48
3690,312.23,35,238
3691,4455.73,414,0
3692,4801.56,468,12
3693,168.4,34,237
3694,1349.52,128,22
3695,446.18,33,72
3696,423.89,87,16
3697,1342.68,253,40
3698,646.92,57,39
3699,495.77,28,218
3700,372.5,71,189
3701,203.2,24,70
3702,3925.92,419,23
3703,404.66,83,10
3705,65.4,2,64
3706,199.29,51,3
3707,336.4,15,18
3708,261.11,47,14
3709,2686.42,28,7
3710,784.11,78,19
3711,1259.56,15,77
3713,508.8,3,163
3714,457.91,62,306
3715,203.86999999999998,4,218
3716,7330.8,27,38
3717,696.41,92,21
3718,653.38,38,114
3719,2129.96,213,125
3720,2633.85,59,4
3721,281.62,33,35
3723,967.22,94,0
3724,1928.72,116,329
3725,32.65,2,162
3726,771.85,13,184
3727,1214.72,64,15
3728,748.94,43,11
3729,1258.06,66,2
3730,778.0,6,43
3731,507.84,14,79
3732,6838.34,271,29
3733,463.46000000000004,30,41
3734,4200.97,208,10
3735,598.83,30,49
3736,1853.1299999999999,135,15
3737,663.63,28,44
3738,759.17,43,18
3739,5022.26,272,3
3740,100.8,2,71
3742,512.12,42,120
3743,265.76,14,32
3744,403.3,43,312
3745,365.76,48,17
3746,303.15999999999997,54,87
3747,2333.42,138,1
3748,216.29999999999998,9,1
3749,378.3,19,246
3750,177.1,8,147
3751,2210.2599999999998,140,28
3752,534.24,1,219
3753,2940.04,135,147
3754,120.9,9,176
3755,541.53,36,39
3756,-4287.63,1,144
3757,2504.86,279,1
3759,1648.95,107,0
3760,486.71999999999997,19,17
3761,517.53,61,191
3762,131.7,8,203
3763,249.86,17,364
3764,1737.7,19,126
3765,316.5,54,14
3766,657.3,111,42
3767,452.63,37,78
3768,757.46,111,22
3769,662.94,28,50
3770,1881.36,219,15
3771,289.96000000000004,9,157
3772,763.28,41,9
3773,137.0,5,9
3774,1843.06,90,15
3775,1125.07,78,44
3776,710.29,181,190
3777,194.37,14,78
3778,506.51,31,73
3779,1249.34,83,3
3780,414.04,21,64
3781,396.87,24,260
3782,376.64,29,58
3783,1926.8799999999999,86,0
3784,3541.92,110,0
3785,374.57,12,247
3786,497.56,27,7
3787,271.05,10,358
3788,272.22,17,75
3789,622.88,40,289
3790,1138.0,5,16
3791,288.6,18,220
3792,689.1,28,8
3793,558.96,38,2
3794,2745.2799999999997,140,205
3795,1145.84,52,161
3796,294.29,16,69
3797,605.58,88,261
3798,387.31,22,280
3799,6100.74,369,57
3800,308.48,20,24
3802,2920.04,106,28
3803,513.2,6,71
3804,208.65,40,127
3805,639.02,87,30
3806,768.08,137,14
3807,153.94,11,308
3808,1839.07,83,16
3809,546.81,30,53
3810,721.9599999999999,46,23
3811,1070.71,73,1
3812,652.74,33,10
3813,145.0,6,360
3814,422.70000000000005,9,359
3815,706.7,23,0
3816,888.86,49,53
3817,3540.1,260,0
3818,2385.0,394,0
3819,293.45,15,120
3820,223.36,9,53
3821,164.4,13,279
3822,76.5,3,176
3823,897.62,75,29
3824,98.42,9,25
3825,570.4,26,8
3826,170.75,25,269
3827,645.96,145,42
3828,-11.8,2,371
3829,-141.48,17,217
3830,148.86,6,23
3831,267.16,42,196
3832,306.84,43,358
3833,909.96,51,42
3834,1487.6,2,129
3835,1952.45,88,0
3836,483.26,106,19
3837,157.9,6,205
3838,541.46,34,13
3839,854.95,27,94
3840,167.62,46,18
3841,1107.38,64,13
3842,454.01,49,23
3843,901.21,152,7
3844,4012.56,177,6
3845,344.14,29,331
3846,1498.51,299,49
3847,226.75000000000003,12,70
3848,362.9,26,28
3849,185.65,8,242
3850,3457.78,417,7
3851,124.74,6,190
3852,440.2,52,4
3853,215.72,45,252
3854,10736.11,452,0
3855,175.27,29,235
3856,1227.3,36,6
3857,1133.07,214,108
3858,1240.2,23,99
3859,2404.17,253,59
3860,1479.22,201,1
3861,2215.02,167,72
3862,3911.56,215,3
3863,993.18,50,84
3864,388.79,83,11
3865,2827.93,270,22
3866,2044.3700000000001,55,213
3867,161.67000000000002,13,17
3868,116.00999999999999,9,238
3869,5050.77,565,1
3870,-1165.3,15,49
3871,309.36,63,216
3872,193.42,59,32
3873,1103.92,238,40
3874,3947.87,582,3
3875,1992.76,142,52
3876,4509.37,319,22
3877,390.07,100,56
3878,329.6,14,129
3879,571.1999999999999,3,173
3880,971.58,78,5
3881,218.52,77,311
3882,81.44,4,59
3883,1336.1,27,20
3884,527.0500000000001,33,32
3885,843.48,50,14
3886,2047.0,315,17
3887,75.75,5,80
3888,1784.12,124,5
3889,503.59999999999997,26,169
3890,528.33,39,1
3891,1242.34,72,30
3892,2361.9700000000003,297,35
3893,265.93,24,8
3894,547.0600000000001,35,30
3895,108.5,7,275
3896,621.66,5,86
3897,712.29,40,119
3898,101.55,8,372
3899,2768.98,169,0
3900,995.6600000000001,54,218
3901,133.06,7,64
3902,1789.55,92,60
3903,861.74,53,134
3904,166.08,8,20
3905,3886.67,239,11
3906,4737.13,270,24
3907,1175.88,50,28
3908,117.55,22,276
3909,2571.7400000000002,93,10
3910,1674.69,82,72
3911,485.88,23,10
3912,2954.75,161,3
3913,196.0,45,140
3914,1788.27,90,25
3915,604.64,43,18
3916,728.16,18,3
3917,2055.51,117,65
3918,347.75,15,0
3919,3406.7200000000003,68,42
3920,205.7,11,227
3921,1284.08,61,15
3922,3106.62,115,43
3923,1622.22,228,0
3924,551.04,27,73
3926,1383.27,79,3
3928,298.11,16,263
3929,1992.1100000000001,30,52
3930,184.4,11,23
3931,2459.33,119,9
3932,239.41,15,43
3933,3191.53,130,16
3934,5739.46,286,6
3935,4748.45,258,29
3936,290.40000000000003,19,357
3937,733.4399999999999,47,126
3938,187.02,18,135
3939,283.12,15,141
3940,765.34,35,131
3941,2201.05,126,37
3942,338.95,19,235
3943,154.95,8,260
3944,2508.89,146,16
3945,417.95,24,252
3946,1719.72,80,29
3947,798.74,55,34
3948,885.19,31,168
3949,1781.12,108,2
3950,10097.37,395,3
3951,152.4,5,184
3952,267.08,35,187
3953,137.45,7,169
3954,385.1,23,10
3955,522.91,29,44
3956,153.0,10,320
3957,326.4,1,200
3958,5505.79,254,22
3959,139.35,6,231
3960,5367.8,278,37
3961,1195.94,50,25
3962,2380.64,120,95
3963,3276.4000000000005,10,126
3964,995.6500000000001,45,57
3965,3371.13,198,15
3966,1042.55,67,8
3967,2515.68,169,3
3968,5288.83,220,2
3969,878.2,83,78
3970,303.97,18,372
3971,692.19,35,38
3972,700.63,43,53
3973,13110.02,690,1
3974,337.49,26,8
3975,168.24,10,8
3976,1863.35,99,18
3977,2786.05,48,11
3978,355.11,15,112
3979,2291.08,137,3
3980,98.8,8,234
3981,64.65,2,99
3982,674.52,35,177
3983,1797.57,193,4
3984,80.64,1,358
3985,1739.92,93,0
3987,3456.7000000000003,412,18
3988,834.99,95,16
3989,287.59,25,21
3990,712.78,19,32
3991,15.0,1,262
3992,818.8199999999999,75,50
3993,371.88,57,158
3994,271.2,21,14
3995,2273.1800000000003,105,7
3996,3960.63,313,12
3997,1143.27,38,198
3998,245.81,54,56
3999,182.77,53,10
4000,1215.46,157,96
4001,56.4,3,254
4002,665.86,194,24
4003,642.17,84,20
4004,188.02,12,158
4005,283.47,67,71
4006,131.94,13,52
4007,278.74,72,84
4008,1865.19,134,152
4009,1117.9,5,73
4010,225.9,14,280
4011,1965.55,190,26
4012,106.1,10,29
4013,323.04,58,24
4014,350.39,46,179
4015,697.9,82,39
4016,780.43,111,21
4017,3026.08,410,21
4018,1199.01,104,36
4019,1251.84,147,81
4020,512.31,10,73
4021,546.04,43,10
4022,4627.62,64,15
4024,732.16,141,12
4025,1714.6,378,13
4026,36.56,17,36
4027,387.68,33,3
4028,3661.0699999999997,49,71
4029,-24.05,5,190
4030,298.4,13,50
4031,1995.46,220,4
4032,1599.97,82,8
4033,889.24,30,298
4034,398.7,23,1
4035,35.400000000000006,2,32
4036,155.37,61,49
4037,350.64,61,2
4038,110.21000000000001,24,46
4039,1560.53,172,41
4040,2312.7,137,26
4041,338.8,56,41
4043,205.48,37,302
4044,51.559999999999995,5,106
4045,2033.1,1,84
4046,901.1999999999999,51,80
4047,605.8000000000001,26,217
4048,5288.63,312,301
4049,114.34,24,11
4050,311.26,15,184
4051,208.97,17,372
4052,1393.79,17,1
4054,5155.66,199,5
4055,148.21,25,304
4056,252.8,58,368
4057,2059.2,223,2
4058,330.9,11,323
4059,3160.0,148,58
4060,597.5,102,12
4061,10158.54,389,30
4062,325.7,10,142
4063,622.75,81,29
4064,428.18,40,106
4065,1889.4,280,1
4066,155.9,10,204
4067,1764.3600000000001,46,79
4068,658.26,47,184
4069,237.61,12,169
4070,379.45,26,43
4071,178.51999999999998,6,173
4072,458.92,26,364
4073,133.35000000000002,8,303
4074,671.77,145,2
4075,717.45,117,3
4076,190.19,64,11
4077,899.61,109,31
4078,111.35,10,128
4079,525.78,81,18
4080,203.87,21,211
4081,602.09,94,322
4082,203.85999999999999,34,161
4083,244.1,28,55
4084,112.25,16,224
4085,1119.81,193,71
4086,98.0,16,43
4087,256.32,2,22
4088,541.1,115,172
4089,152.06,28,84
4090,155.8,32,158
4091,15.0,11,164
4092,110.38,19,28
4093,178.92,39,20
4094,800.24,34,70
4095,72.9,12,246
4096,243.28,58,373
4097,366.23,39,8
4098,295.61,40,309
4099,411.6,59,58
4100,336.43,80,3
4101,341.28,94,44
4102,1304.04,23,87
4103,4204.1,696,3
4104,826.52,145,63
4105,207.50000000000003,1,281
4106,2894.33,38,0
4107,244.08,1,372
4108,397.29,21,132
4109,212.54,23,44
4110,834.5,6,10
4111,1740.48,39,35
4112,408.36,65,133
4113,1331.57,90,28
4114,704.25,21,51
4115,145.79,29,137
4116,389.84,77,4
4117,4301.22,43,8
4118,99.14,12,159
4119,1983.5800000000002,23,48
4120,304.56,2,130
4121,77.50000000000001,2,7
4122,149.57999999999998,20,232
4123,176.68,9,36
4124,358.56000000000006,1,146
4126,472.12,72,71
4127,990.8400000000001,21,39
4128,2295.37,489,4
4129,557.3,19,198
4130,12.75,1,248
4131,111.68,31,65
4132,508.4599999999999,7,116
4133,73.78,26,170
4134,1296.44,249,20
4135,102.83,35,141
4136,471.7,104,31
4137,2622.57,329,37
4138,1098.43,68,37
4139,123.07,48,371
4140,277.35,85,373
4141,228.2,14,165
4142,582.59,31,210
4143,136.04,31,241
4144,337.04,15,51
4145,740.79,179,24
4146,4393.61,297,14
4147,353.19,65,371
4148,288.14,21,28
4149,300.91999999999996,12,364
4150,737.81,147,35
4151,811.45,30,165
4152,152.68,48,144
4153,634.95,23,21
4154,20.8,1,55
4155,198.57,13,184
4156,191.17000000000002,39,11
4157,630.84,29,236
4158,93.35,5,224
4159,629.6899999999999,84,121
4160,76.1,2,281
4161,1511.3,180,73
4162,382.06,93,36
4163,417.23,58,11
4164,169.47,40,361
4165,249.72,60,3
4166,444.68,22,22
4167,2116.19,30,69
4168,252.24,33,234
4169,174.8,14,256
4170,102.78999999999999,28,372
4171,187.29,31,154
4172,166.42,32,27
4173,120.03,46,3
4174,1483.56,123,31
4175,523.0,3,80
4176,122.14,29,107
4177,38.45,5,51
4178,668.11,191,35
4179,236.77999999999997,22,152
4180,115.31,21,98
4181,220.7,10,3
4182,73.5,5,333
4183,97.97,34,64
4184,422.88,112,21
4185,730.4,53,35
4186,405.62,96,31
4187,70.02,19,153
4188,357.20000000000005,19,18
4189,4161.14,474,11
4190,165.04999999999998,7,53
4191,559.51,121,24
4192,2085.65,128,3
4193,189.4,47,44
4194,172.29000000000002,7,202
4195,74.4,5,358
4196,297.07,21,65
4197,6752.14,363,6
4198,363.65,19,287
4199,170.16,3,9
4200,296.71,21,8
4201,2119.41,46,21
4202,720.52,27,172
4203,814.0,7,132
4204,2380.08,138,5
4205,318.0,10,74
4206,396.33,37,39
4207,101.69999999999999,1,288
4208,2021.82,472,25
4209,453.0,25,257
4210,-5.329070518200751e-15,36,154
4211,3864.44,76,113
4212,489.6,13,373
4213,2538.7200000000003,153,22
4214,2633.0099999999998,227,7
4215,336.13,29,216
4216,3651.97,127,44
4217,1231.5,2,18
4218,343.45,17,35
4219,703.37,73,25
4220,87.52999999999999,2,15
4221,689.95,29,329
4222,101.34,7,273
4223,3770.1199999999994,7,97
4224,167.67000000000002,39,60
4225,9065.76,90,1
4226,2083.42,38,92
4227,3017.3,70,81
4228,580.0500000000001,21,312
4229,911.15,213,11
4230,2692.85,109,7
4231,168.31,19,126
4232,223.65,41,10
4234,754.64,38,36
4235,113.48000000000002,18,37
4236,430.7,39,329
4237,264.65,19,248
4238,7925.32,454,1
4239,206.05,49,18
4240,352.69,26,11
4241,76.32000000000001,1,368
4242,220.1,28,289
4243,1418.03,378,67
4244,320.72,74,25
4246,181.12,30,367
4247,111.15,17,213
4248,673.1,32,148
4249,1826.21,364,7
4250,589.4399999999999,36,23
4251,1141.34,197,29
4252,206.82999999999998,56,60
4253,348.73,47,18
4254,112.55000000000001,14,242
4255,1045.74,71,8
4256,715.4999999999999,2,210
4257,681.9100000000001,20,28
4258,761.83,39,62
4259,152.65,8,294
4260,8393.22,162,16
4261,-35.400000000000006,1,360
4262,1014.9,18,150
4263,1000.16,61,116
4264,2888.75,43,7
4265,2861.55,221,12
4266,160.35000000000002,10,140
4267,179.33999999999997,7,45
4268,612.0799999999999,16,50
4269,566.58,37,31
4270,653.35,38,134
4271,399.19,21,2
4272,347.82,28,74
4273,734.94,140,12
4274,451.75,35,8
4275,530.15,23,300
4276,638.0600000000001,39,56
4277,1612.79,81,9
4278,394.7,25,30
4279,302.46000000000004,10,176
4280,1355.51,43,3
4281,1133.64,140,175
4282,202.65,9,60
4283,980.31,38,32
4284,1208.51,56,58
4285,7490.17,197,14
4286,2106.84,31,86
4287,104.0,1,6
4288,448.65,33,353
4289,1314.17,75,30
4290,1573.41,99,113
4291,1793.17,90,8
4292,1843.75,119,4
4293,382.8,44,23
4294,600.52,44,217
4295,49.8,1,14
4296,304.25,17,248
4297,1998.49,72,14
4298,1084.34,69,77
4299,274.51,16,191
4300,207.79999999999998,7,261
4301,957.97,45,71
4302,212.96,18,150
4303,896.0,9,63
4304,689.13,141,94
4305,5083.06,166,3
4306,163.8,32,105
4307,1396.99,68,199
4308,160.42000000000002,19,156
4309,1979.3,202,70
4310,517.36,32,35
4311,139.10000000000002,8,28
4312,2621.38,134,1
4313,600.07,42,25
4314,248.42,43,325
4315,232.48000000000002,15,236
4316,299.34000000000003,13,88
4317,481.75,26,30
4318,621.75,31,28
4319,626.38,24,205
4320,2019.77,115,2
4321,297.78000000000003,4,219
4322,1033.31,65,21
4323,443.0,19,92
4324,6315.2300000000005,299,1
4325,158.95000000000002,10,263
4326,5361.02,286,2
4327,5192.1,245,38
4328,93.75,5,217
4329,769.2,32,49
4330,7276.900000000001,164,11
4331,2716.6000000000004,89,8
4332,2066.17,126,191
4333,582.47,40,81
4334,440.0,1,325
4335,1796.48,104,71
4336,882.24,49,29
4337,987.1,61,2
4338,1561.6100000000001,88,218
4339,422.58,6,45
4340,2058.09,105,9
4341,2232.4900000000002,78,71
4342,2507.56,177,6
4343,596.1,4,23
4344,783.02,49,113
4345,95.34,8,16
4346,342.92,22,300
4347,4314.72,16,86
4348,526.67,98,50
4349,103.3,6,88
4350,-50.1,4,354
4351,2265.38,123,38
4352,2338.6000000000004,42,24
4353,2595.0,140,172
4354,324.24,21,42
4355,149.48,13,139
4356,1211.08,62,22
4357,801.51,46,71
4358,0.0,2,133
4359,138.9,8,357
4360,238.95000000000002,13,37
4361,3064.78,170,2
4362,204.0,3,1
4363,1.7763568394002505e-15,22,17
4364,323.36,16,20
4365,97.63,9,57
4366,173.9,9,73
4367,180.60000000000002,10,277
4368,80.82,7,180
4369,176.6,13,7
4371,1837.28,70,42
